sql_text,timestamp,query_length,num_joins,num_where,has_order_by,has_group_by,has_having,has_limit,num_subqueries,num_predicates,num_aggregates,has_like,has_in,access_type,key_used,rows_examined,using_filesort,using_temporary,using_index,explain_text,execution_time,buffer_pool_hit_ratio,connections_count,hour_of_day,day_of_week,is_peak_hour,is_slow,query_type,expected_speed
"SELECT category, COUNT(*) as count, AVG(price) as avg_price FROM products GROUP BY category",2026-02-07T14:20:38.846941,91,0,0,0,1,0,0,0,2,2,0,0,ALL,,273511,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 100.0, ""Extra"": ""Using temporary""}]",0.5126,1.0,2,14,5,1,1,aggregate_simple,medium
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:20:39.378273,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1174,1.0,2,14,5,1,0,join_3_tables,slow
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:20:39.515578,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0478,1.0,2,14,5,1,0,function_on_index,slow
SELECT * FROM clients WHERE firstname LIKE '%Mohamed%',2026-02-07T14:20:40.083580,54,0,1,0,0,0,0,0,1,0,1,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 11.11, ""Extra"": ""Using where""}]",0.0337,1.0,2,14,5,1,0,full_scan_like,very_slow
"SELECT category, COUNT(*) as count, AVG(price) as avg_price FROM products GROUP BY category",2026-02-07T14:20:40.137037,91,0,0,0,1,0,0,0,2,2,0,0,ALL,,273511,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 100.0, ""Extra"": ""Using temporary""}]",0.5512,1.0,2,14,5,1,1,aggregate_simple,medium
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:20:40.706994,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0486,1.0,2,14,5,1,0,function_on_index,slow
SELECT * FROM products WHERE id = 2741,2026-02-07T14:20:40.773881,38,0,1,0,0,0,0,0,1,0,0,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where""}]",0.3882,1.0,2,14,5,1,0,simple_pk,fast
"SELECT client_id, COUNT(*) as order_count, SUM(price) as total_spent
                    FROM orders
                    GROUP BY client_id
                    HAVING COUNT(*) > 5
                    ORDER BY total_spent DESC
                    LIMIT 100",2026-02-07T14:20:41.181772,293,0,0,1,1,1,1,0,3,3,0,0,index,idx_orders_1770229108046,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""index"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""7"", ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using temporary; Using filesort""}]",0.0787,1.0,2,14,5,1,0,aggregate_having,slow
"SELECT client_id, COUNT(*) as order_count, SUM(price) as total_spent
                    FROM orders
                    GROUP BY client_id
                    HAVING COUNT(*) > 5
                    ORDER BY total_spent DESC
                    LIMIT 100",2026-02-07T14:20:41.280127,293,0,0,1,1,1,1,0,3,3,0,0,index,idx_orders_1770229108046,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""index"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""7"", ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using temporary; Using filesort""}]",0.08,1.0,2,14,5,1,0,aggregate_having,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:41.378989,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0298,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT 
                        DATE_FORMAT(orderdate, '%Y-%m') as month,
                        status,
                        COUNT(*) as order_count,
                        AVG(price) as avg_price,
                        MIN(price) as min_price,
                        MAX(price) as max_price
                    FROM orders
                    WHERE orderdate >= '2024-01-01'
                    GROUP BY DATE_FORMAT(orderdate, '%Y-%m'), status
                    ORDER BY month DESC, order_count DESC",2026-02-07T14:20:41.432981,549,0,1,1,1,0,0,0,10,4,0,0,ALL,,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where; Using temporary; Using filesort""}]",0.1298,1.0,2,14,5,1,0,aggregate_complex,slow
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:20:41.582254,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0464,1.0,2,14,5,1,0,function_on_index,slow
"SELECT category, COUNT(*) as count, AVG(price) as avg_price FROM products GROUP BY category",2026-02-07T14:20:41.646545,91,0,0,0,1,0,0,0,2,2,0,0,ALL,,273511,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 100.0, ""Extra"": ""Using temporary""}]",0.5006,1.0,2,14,5,1,1,aggregate_simple,medium
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:42.667932,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0434,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT * FROM products
                    WHERE id IN (
                        SELECT product_id FROM cart
                        WHERE client_id = 9626
                    )",2026-02-07T14:20:42.733399,215,0,2,0,0,0,0,0,2,0,0,1,ALL,,273512,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""<subquery2>"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": null, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}, {""id"": 2, ""select_type"": ""MATERIALIZED"", ""table"": ""cart"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""fk_cart_client,fk_cart_product"", ""key"": ""fk_cart_client"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.004,1.0,2,14,5,1,0,subquery_in,slow
"SELECT client_id, COUNT(*) as order_count, SUM(price) as total_spent
                    FROM orders
                    GROUP BY client_id
                    HAVING COUNT(*) > 5
                    ORDER BY total_spent DESC
                    LIMIT 100",2026-02-07T14:20:42.757055,293,0,0,1,1,1,1,0,3,3,0,0,index,idx_orders_1770229108046,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""index"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""7"", ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using temporary; Using filesort""}]",0.0727,1.0,2,14,5,1,0,aggregate_having,slow
SELECT * FROM clients LIMIT 78,2026-02-07T14:20:42.848300,30,0,0,0,0,0,1,0,0,0,0,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": null}]",0.0037,1.0,2,14,5,1,0,simple_limit,fast
SELECT * FROM clients WHERE firstname LIKE '%Sara%',2026-02-07T14:20:42.870371,51,0,1,0,0,0,0,0,1,0,1,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 11.11, ""Extra"": ""Using where""}]",0.0306,1.0,2,14,5,1,0,full_scan_like,very_slow
"SELECT client_id, COUNT(*) as order_count, SUM(price) as total_spent
                    FROM orders
                    GROUP BY client_id
                    HAVING COUNT(*) > 5
                    ORDER BY total_spent DESC
                    LIMIT 100",2026-02-07T14:20:42.920482,293,0,0,1,1,1,1,0,3,3,0,0,index,idx_orders_1770229108046,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""index"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""7"", ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using temporary; Using filesort""}]",0.0808,1.0,2,14,5,1,0,aggregate_having,slow
SELECT * FROM clients WHERE firstname LIKE '%Ali%',2026-02-07T14:20:43.020154,50,0,1,0,0,0,0,0,1,0,1,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 11.11, ""Extra"": ""Using where""}]",0.0285,1.0,2,14,5,1,0,full_scan_like,very_slow
SELECT * FROM clients WHERE firstname LIKE '%Mohamed%',2026-02-07T14:20:43.067625,54,0,1,0,0,0,0,0,1,0,1,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 11.11, ""Extra"": ""Using where""}]",0.0289,1.0,2,14,5,1,0,full_scan_like,very_slow
SELECT * FROM clients WHERE firstname LIKE '%Mohamed%',2026-02-07T14:20:43.116447,54,0,1,0,0,0,0,0,1,0,1,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 11.11, ""Extra"": ""Using where""}]",0.029,1.0,2,14,5,1,0,full_scan_like,very_slow
"SELECT 
                        DATE_FORMAT(orderdate, '%Y-%m') as month,
                        status,
                        COUNT(*) as order_count,
                        AVG(price) as avg_price,
                        MIN(price) as min_price,
                        MAX(price) as max_price
                    FROM orders
                    WHERE orderdate >= '2024-01-01'
                    GROUP BY DATE_FORMAT(orderdate, '%Y-%m'), status
                    ORDER BY month DESC, order_count DESC",2026-02-07T14:20:43.165463,549,0,1,1,1,0,0,0,10,4,0,0,ALL,,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where; Using temporary; Using filesort""}]",0.0912,1.0,2,14,5,1,0,aggregate_complex,slow
SELECT * FROM orders WHERE client_id = 12131 LIMIT 10,2026-02-07T14:20:43.777954,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0029,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:20:43.801969,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1222,1.0,2,14,5,1,0,join_3_tables,slow
"SELECT * FROM products
                    WHERE description LIKE '%phone%' OR more_details LIKE '%phone%'
                    LIMIT 100",2026-02-07T14:20:43.942556,174,0,1,0,0,0,1,0,3,0,1,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 20.99, ""Extra"": ""Using where""}]",0.8044,1.0,2,14,5,1,1,or_non_indexed,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:44.766541,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0287,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:44.816474,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0268,1.0,2,14,5,1,0,join_aggregate,slow
